score_factor_Ethics,score_factor_Motivation,score_factor_SelfEfficacy,score_factor_Resilience,score_factor_KnowledgeArticulation,score_factor_TeamStrain,score_factor_CooperativeClassroomEnvironment,mean_factor_Ethics,mean_factor_Motivation,mean_factor_SelfEfficacy,mean_factor_Resilience,mean_factor_KnowledgeArticulation,mean_factor_TeamStrain,mean_factor_CooperativeClassroomEnvironment
0.46592249048130413,-0.8801579091145665,0.2232359074401842,0.38370470398943446,-0.5679135783743263,-1.3950299757711284,0.023821407926898713,3.5,2,3.6666666666666665,4,3.6,3.125,3.75
1.889392980534084,0.2845964359401982,0.60109139389703925,0.5461442095344864,0.39751486115719364,-0.09094143692154529,0.3260002639049621,5,3,4,4.333333333333333,4.2,3.625,4
-2.338938645423749,-1.682685917383127,2.395679932354654,1.7184394166578532,0.9175326491127869,0.35487912894941426,0.6401679785206502,1,1.3333333333333333,5,5,4.2,4,4.125
-1.2818557389342906,0.32989873207904563,-1.1934971445605753,-0.9510300086789841,-1.6497681116862364,-1.5063237866102346,-1.5356936688454832,2,3,3,3,3,3,3
0.8323100740446259,-0.485158533771057,0.022336715253412673,0.38370470398943446,-1.9043123091675425,0.018618781090611543,-0.011086472376997003,4,2.3333333333333335,3.6666666666666665,4,2.8,3.625,3.875
0.46592249048130413,-0.5304608299099044,0.4160384746650398,0.6178482566207759,-0.849957031596339,0.35487912894941426,0.1788663881774777,3.5,2.3333333333333335,3.8333333333333335,4,3.4,4,3.875
1.889392980534084,0.2845964359401982,0.60109139389703925,0.5461442095344864,0.39751486115719364,-0.09094143692154529,0.3260002639049621,5,3,4,4.333333333333333,4.2,3.625,4
0.14161475111848928,1.4493507809949628,0.60109139389703925,1.7184394166578532,-0.11157353380541861,0.35487912894941426,-0.3595856309747747,3.5,4,4,5,3.8,4,3.625
-0.22477283244483237,-0.09015915842754751,-1.0006945773357199,-1.960885710257299,0.1429706636758875,-1.5063237866102346,-0.718389793091584,3,2.6666666666666665,3.1666666666666665,2.6666666666666665,4,3,3.625
0.8323100740446259,0.6921250688652495,0.00813610370457113,1.7184394166578532,0.1429706636758875,0.35487912894941426,1.4558879315489563,4,3.3333333333333335,3.6666666666666665,5,4,4,4.5
-2.338938645423749,-0.07762990084600567,-1.1934971445605753,-3.620499434015821,-2.1588565066488488,-1.5063237866102346,-3.415894890025129,1,2.6666666666666665,3,1,2.6,3,1.75
0.46592249048130413,0.2845964359401982,0.4160384746650398,-0.7885905031339322,0.41972011361527806,0.35487912894941426,0.3260002639049621,3.5,3,3.8333333333333335,3.3333333333333335,4.2,4,4
-0.22477283244483237,-0.8801579091145665,0.1674961090035557,-1.3301590994495638,0.5288428089667475,0.9779879238307343,1.2130939664612572,3,2,3.6666666666666665,3,4.2,4.25,4.5
1.889392980534084,-0.09015915842754751,0.9455043184280232,0.7802877621658278,0.1429706636758875,-0.09505394508997912,-1.2119396288494122,5,2.6666666666666665,4.166666666666667,4.333333333333333,4,3.5,3.25
1.889392980534084,-0.09015915842754751,0.9455043184280232,0.7802877621658278,0.1429706636758875,-0.09505394508997912,-1.2119396288494122,5,2.6666666666666665,4.166666666666667,4.333333333333333,4,3.5,3.25
0.8323100740446259,1.009049109512606,-3.2767588091125455,-0.5544469505025907,-1.6497681116862364,-1.5063237866102346,1.5075531722325022,4,3.6666666666666665,1.8333333333333333,3.3333333333333335,3,3,4.625
-1.2818557389342906,-0.12293219698485315,-0.07752697416110926,-1.4018631465358533,-0.9610891220941069,-0.9409760342715646,-3.3973876015959292,2,2.6666666666666665,3.6666666666666665,3.3333333333333335,3.4,3.25,2
-1.2818557389342906,-0.8801579091145665,-1.1934971445605753,0.7628337947600144,-0.13377878626350304,0.35487912894941426,0.3260002639049621,2,2,3,4,3.8,4,4
0.46592249048130413,-1.6373836212442798,-0.5148787765024269,0.38370470398943446,-0.4105282362028935,0.35487912894941426,-2.6906347833977526,3.5,1.3333333333333333,3.3333333333333335,4,3.6,4,2.375
-0.9154681553709689,0.2845964359401982,-0.5148787765024269,0.22126519844438253,0.1429706636758875,-0.9530721734728347,-0.40197070428622406,2.5,3,3.3333333333333335,3.6666666666666665,4,3.375,3.5
0.14161475111848928,-0.47262927618951517,0.2232359074401842,0.38370470398943446,0.1429706636758875,0.35487912894941426,0.3260002639049621,3.5,2.3333333333333335,3.6666666666666665,4,4,4,4
-2.338938645423749,-2.044912254169331,1.8405211746586556,1.7184394166578532,-1.6497681116862364,0.35487912894941426,1.0734396558632615,1,1,4.5,5,3,4,4.25
-1.2818557389342906,1.0543514056514534,-2.9363390151265834,-2.5024543065729308,0.04581180836601412,0.5955590051134187,-0.30633626574198236,2,3.6666666666666665,2,2.3333333333333335,3.8,4.125,3.625
-0.22477283244483237,0.2845964359401982,0.60109139389703925,-0.17531785973201086,-0.11157353380541861,0.12831590738750975,-0.3115132300072291,3,3,4,3.3333333333333335,3.8,3.75,3.625
0.14161475111848928,2.219105750706218,0.12337221802566226,0.22126519844438253,-2.843683354337183,-1.3470665621338394,-0.33666660930850356,3.5,4.666666666666667,3.6666666666666665,3.6666666666666665,2.2,3.125,3.625
1.889392980534084,0.2845964359401982,-1.1934971445605753,-2.519908273978744,-2.724319246569226,-1.4920702237233932,-2.164414172509144,5,3,3,2,2.4,3,2.625
0.8323100740446259,0.2845964359401982,-0.3918930141884796,0.22126519844438253,0.1429706636758875,0.8112274024192908,-2.811131087667716,4,3,3.3333333333333335,3.6666666666666665,4,4.375,2.25
0.14161475111848928,0.6468227727264021,0.4160384746650398,0.22126519844438253,0.1429706636758875,0.5902364652832865,-0.8981801749332923,3.5,3.3333333333333335,3.8333333333333335,3.6666666666666665,4,4.125,3.375
-1.2818557389342906,-0.8801579091145665,0.60109139389703925,0.38370470398943446,0.1429706636758875,-1.5063237866102346,-1.5391207050611801,2,2,4,4,4,3,3
-0.591160416008154,0.6468227727264021,-0.04408441223523815,1.7184394166578532,1.2248251969877975,-1.5063237866102346,1.3771512078923478,2.5,3.3333333333333335,3.8333333333333335,5,4.6,3,4.625
0.8323100740446259,0.2845964359401982,0.60109139389703925,0.38370470398943446,0.1429706636758875,0.35487912894941426,-1.5356936688454832,4,3,4,4,4,4,3
-1.2818557389342906,-1.682685917383127,0.7938939611218949,1.7184394166578532,0.1429706636758875,0.35487912894941426,0.1667117260395498,2,1.3333333333333333,4.166666666666667,5,4,4,3.875
-0.22477283244483237,0.2845964359401982,0.4160384746650398,0.22126519844438253,0.1429706636758875,0.23960971822661573,-0.73889163706788,3,3,3.8333333333333335,3.6666666666666665,4,3.875,3.5
-0.591160416008154,0.6468227727264021,-0.04408441223523815,1.7184394166578532,1.2248251969877975,-1.5063237866102346,1.3771512078923478,2.5,3.3333333333333335,3.8333333333333335,5,4.6,3,4.625
-0.22477283244483237,1.4493507809949628,0.60109139389703925,-0.7885905031339322,0.1429706636758875,-0.104996841571818,0.0594966895572515,3,4,4,3.3333333333333335,4,3.875,3.875
-0.22477283244483237,-0.07762990084600567,0.60109139389703925,0.38370470398943446,0.1429706636758875,1.5435613487914575,-0.26250742238927,3,2.6666666666666665,4,4,4,4.25,3.625
-1.2818557389342906,0.2845964359401982,-0.618261748413768,-1.3476130668553776,0.9702809995064915,0.35487912894941426,0.504206723021077,2,3,3.1666666666666665,2.6666666666666665,4.4,4,4
0.8323100740446259,-1.2298549883192285,-2.363908428959799,1.7184394166578532,-0.6206619287680308,1.309800696999793,1.726226802811932,4,1.6666666666666667,2.3333333333333335,5,3.4,4.125,4.625
-0.2668526766453392,-1.2298549883192285,-1.1934971445605753,0.5461442095344864,1.060136456387444,-2.6492240884742744,1.0655518300342046,2.5,1.6666666666666667,3,4.333333333333333,4.6,2.375,4.375
